========== OUTPUT ==========
Cloudlet ID    STATUS    Data center ID    VM ID    Time    Start Time    Finish Time    Waiting Time
3893    SUCCESS    1        4        9        1        10            0
4348    SUCCESS    4        33        9        1        10            0
479    SUCCESS    6        50        9        1        10            0
472    SUCCESS    5        39        18        1        19            0
5846    SUCCESS    2        12        27        1        28            0
3359    SUCCESS    2        10        27        1        28            0
1382    SUCCESS    4        34        27        1        28            0
3123    SUCCESS    6        51        27        1        28            0
5405    SUCCESS    1        4        27        10        37            9
4831    SUCCESS    3        21        45        1        46            0
2524    SUCCESS    5        37        45        1        46            0
4307    SUCCESS    5        43        45        1        46            0
690    SUCCESS    5        40        54        1        55            0
1285    SUCCESS    5        41        54        1        55            0
4260    SUCCESS    6        46        54        1        55            0
4855    SUCCESS    6        53        54        1        55            0
3046    SUCCESS    3        18        63        1        64            0
5069    SUCCESS    6        45        63        1        64            0
1197    SUCCESS    2        14        72        1        73            0
6346    SUCCESS    4        28        72        1        73            0
2840    SUCCESS    4        28        9        73        82            72
873    SUCCESS    2        15        90        1        91            0
4336    SUCCESS    2        17        99        1        1,00            0
2130    SUCCESS    3        20        99        1        1,00            0
6215    SUCCESS    1        4        72        37        1,09            36
1512    SUCCESS    1        8        1,08        1        1,09            0
1686    SUCCESS    2        11        1,08        1        1,09            0
77    SUCCESS    3        25        1,08        1        1,09            0
6133    SUCCESS    4        27        1,08        1        1,09            0
2271    SUCCESS    1        1        1,17        1        1,18            0
1198    SUCCESS    2        12        90        28        1,18            27
1696    SUCCESS    3        25        9        1,09        1,18            1,08
4833    SUCCESS    4        35        1,17        1        1,18            0
1581    SUCCESS    2        16        1,26        1        1,27            0
3101    SUCCESS    3        23        1,26        1        1,27            0
1120    SUCCESS    5        39        1,08        19        1,27            18
482    SUCCESS    6        49        1,26        1        1,27            0
4636    SUCCESS    6        47        1,26        1        1,27            0
427    SUCCESS    6        50        1,17        10        1,27            9
2577    SUCCESS    5        38        1,35        1        1,36            0
2057    SUCCESS    1        4        36        1,09        1,45            1,08
1899    SUCCESS    2        12        27        1,18        1,45            1,17
1536    SUCCESS    3        22        1,44        1        1,45            0
1638    SUCCESS    3        26        1,44        1        1,45            0
4190    SUCCESS    4        29        1,44        1        1,45            0
903    SUCCESS    5        44        1,44        1        1,45            0
703    SUCCESS    1        8        45        1,09        1,54            1,08
2505    SUCCESS    3        19        1,53        1        1,54            0
21    SUCCESS    3        23        27        1,27        1,54            1,26
4895    SUCCESS    4        33        1,44        10        1,54            9
1611    SUCCESS    6        51        1,26        28        1,54            27
3957    SUCCESS    2        9        1,62        1        1,63            0
1955    SUCCESS    2        14        90        73        1,63            72
534    SUCCESS    6        47        36        1,27        1,63            1,26
1032    SUCCESS    1        3        1,71        1        1,72            0
3408    SUCCESS    1        7        1,71        1        1,72            0
2446    SUCCESS    2        10        1,44        28        1,72            27
5251    SUCCESS    2        17        72        1,00        1,72            99
5926    SUCCESS    5        37        1,26        46        1,72            45
207    SUCCESS    6        50        45        1,27        1,72            1,26
1630    SUCCESS    2        16        54        1,27        1,81            1,26
566    SUCCESS    3        24        1,80        1        1,81            0
397    SUCCESS    3        23        27        1,54        1,81            1,53
3019    SUCCESS    6        53        1,26        55        1,81            54
115    SUCCESS    1        1        72        1,18        1,90            1,17
1798    SUCCESS    2        15        99        91        1,90            90
1258    SUCCESS    2        14        27        1,63        1,90            1,62
5035    SUCCESS    2        17        18        1,72        1,90            1,71
6306    SUCCESS    5        41        1,35        55        1,90            54
5500    SUCCESS    6        47        27        1,63        1,90            1,62
429    SUCCESS    6        50        18        1,72        1,90            1,71
4234    SUCCESS    3        22        54        1,45        1,99            1,44
584    SUCCESS    5        40        1,44        55        1,99            54
1011    SUCCESS    5        44        54        1,45        1,99            1,44
6408    SUCCESS    5        36        2,07        1        2,08            0
6914    SUCCESS    1        2        2,16        1        2,17            0
2173    SUCCESS    2        11        1,08        1,09        2,17            1,08
6029    SUCCESS    4        35        99        1,18        2,17            1,17
1228    SUCCESS    5        42        2,16        1        2,17            0
6263    SUCCESS    6        48        2,16        1        2,17            0
3752    SUCCESS    3        24        45        1,81        2,26            1,80
2133    SUCCESS    4        28        1,44        82        2,26            81
1734    SUCCESS    1        7        63        1,72        2,35            1,71
3368    SUCCESS    3        21        1,89        46        2,35            45
4480    SUCCESS    6        46        1,80        55        2,35            54
267    SUCCESS    6        50        45        1,90        2,35            1,89
7058    SUCCESS    5        43        1,98        46        2,44            45
312    SUCCESS    5        40        54        1,99        2,53            1,98
537    SUCCESS    6        49        1,26        1,27        2,53            1,26
1242    SUCCESS    1        7        27        2,35        2,62            2,34
3242    SUCCESS    1        2        45        2,17        2,62            2,16
4331    SUCCESS    2        15        72        1,90        2,62            1,89
368    SUCCESS    5        40        9        2,53        2,62            2,52
5987    SUCCESS    6        45        1,98        64        2,62            63
2975    SUCCESS    1        8        1,17        1,54        2,71            1,53
2493    SUCCESS    2        14        81        1,90        2,71            1,89
6879    SUCCESS    3        18        2,07        64        2,71            63
