========== OUTPUT ==========
Cloudlet ID    STATUS    Data center ID    VM ID    Time    Start Time    Finish Time    Waiting Time
6161    SUCCESS    1        2        9        1        10            0
71    SUCCESS    2        13        9        1        10            0
3716    SUCCESS    5        38        9        1        10            0
2480    SUCCESS    6        53        9        1        10            0
4720    SUCCESS    3        24        18        1        19            0
5854    SUCCESS    3        19        18        1        19            0
5548    SUCCESS    5        43        18        1        19            0
4571    SUCCESS    4        29        27        1        28            0
1926    SUCCESS    5        44        27        1        28            0
717    SUCCESS    2        10        36        1        37            0
992    SUCCESS    3        21        36        1        37            0
2042    SUCCESS    5        40        36        1        37            0
5280    SUCCESS    5        44        9        28        37            27
1171    SUCCESS    5        36        45        1        46            0
1712    SUCCESS    5        41        45        1        46            0
914    SUCCESS    6        51        45        1        46            0
5244    SUCCESS    1        5        54        1        55            0
7118    SUCCESS    5        39        54        1        55            0
2019    SUCCESS    3        18        63        1        64            0
4896    SUCCESS    5        41        18        46        64            45
770    SUCCESS    2        10        36        37        73            36
123    SUCCESS    2        13        63        10        73            9
3748    SUCCESS    3        24        54        19        73            18
7313    SUCCESS    3        19        54        19        73            18
3646    SUCCESS    4        30        72        1        73            0
1932    SUCCESS    5        42        72        1        73            0
8410    SUCCESS    5        37        72        1        73            0
7221    SUCCESS    5        40        36        37        73            36
8058    SUCCESS    2        12        81        1        82            0
6057    SUCCESS    2        11        81        1        82            0
4776    SUCCESS    3        23        81        1        82            0
3272    SUCCESS    4        30        9        73        82            72
665    SUCCESS    2        13        18        73        91            72
26    SUCCESS    3        22        90        1        91            0
568    SUCCESS    4        30        9        82        91            81
5924    SUCCESS    5        43        72        19        91            18
8136    SUCCESS    5        44        54        37        91            36
4705    SUCCESS    1        7        99        1        1,00            0
8606    SUCCESS    3        19        27        73        1,00            72
6180    SUCCESS    3        25        99        1        1,00            0
570    SUCCESS    4        35        99        1        1,00            0
2752    SUCCESS    6        53        90        10        1,00            9
5891    SUCCESS    1        2        99        10        1,09            9
6614    SUCCESS    3        26        1,08        1        1,09            0
2679    SUCCESS    4        30        18        91        1,09            90
3439    SUCCESS    5        44        18        91        1,09            90
8091    SUCCESS    6        47        1,08        1        1,09            0
1248    SUCCESS    1        3        1,17        1        1,18            0
4594    SUCCESS    1        8        1,17        1        1,18            0
5039    SUCCESS    2        14        1,17        1        1,18            0
503    SUCCESS    2        13        36        91        1,27            90
4616    SUCCESS    3        22        36        91        1,27            90
3102    SUCCESS    3        23        45        82        1,27            81
3327    SUCCESS    4        27        1,26        1        1,27            0
145    SUCCESS    5        36        81        46        1,27            45
3546    SUCCESS    5        43        36        91        1,27            90
7232    SUCCESS    6        49        1,26        1        1,27            0
2716    SUCCESS    2        9        1,35        1        1,36            0
3098    SUCCESS    3        20        1,35        1        1,36            0
2406    SUCCESS    4        32        1,35        1        1,36            0
6963    SUCCESS    6        53        36        1,00        1,36            99
186    SUCCESS    3        18        81        64        1,45            63
752    SUCCESS    6        51        99        46        1,45            45
916    SUCCESS    6        50        1,44        1        1,45            0
2367    SUCCESS    6        53        9        1,36        1,45            1,35
7082    SUCCESS    1        3        36        1,18        1,54            1,17
326    SUCCESS    1        4        1,53        1        1,54            0
1954    SUCCESS    2        16        1,53        1        1,54            0
4033    SUCCESS    5        36        27        1,27        1,54            1,26
795    SUCCESS    5        38        1,44        10        1,54            9
2044    SUCCESS    6        49        27        1,27        1,54            1,26
1719    SUCCESS    6        50        9        1,45        1,54            1,44
162    SUCCESS    1        7        63        1,00        1,63            99
1005    SUCCESS    4        28        1,62        1        1,63            0
2142    SUCCESS    5        36        9        1,54        1,63            1,53
6853    SUCCESS    6        46        1,62        1        1,63            0
3727    SUCCESS    1        5        1,17        55        1,72            54
7805    SUCCESS    4        34        1,71        1        1,72            0
1760    SUCCESS    4        29        1,44        28        1,72            27
7063    SUCCESS    5        42        99        73        1,72            72
524    SUCCESS    5        41        1,08        64        1,72            63
4051    SUCCESS    1        5        9        1,72        1,81            1,71
604    SUCCESS    2        9        45        1,36        1,81            1,35
1050    SUCCESS    3        25        81        1,00        1,81            99
5649    SUCCESS    4        31        1,80        1        1,81            0
5058    SUCCESS    5        41        9        1,72        1,81            1,71
414    SUCCESS    5        44        72        1,09        1,81            1,08
5449    SUCCESS    6        48        1,80        1        1,81            0
642    SUCCESS    6        52        1,80        1        1,81            0
646    SUCCESS    6        53        36        1,45        1,81            1,44
2059    SUCCESS    1        0        1,89        1        1,90            0
5457    SUCCESS    1        4        36        1,54        1,90            1,53
6281    SUCCESS    2        14        72        1,18        1,90            1,17
245    SUCCESS    4        31        9        1,81        1,90            1,80
7543    SUCCESS    5        38        36        1,54        1,90            1,53
763    SUCCESS    1        5        18        1,81        1,99            1,80
1205    SUCCESS    2        10        1,26        73        1,99            72
1162    SUCCESS    4        33        1,98        1        1,99            0
6577    SUCCESS    5        42        27        1,72        1,99            1,71
4749    SUCCESS    6        45        1,98        1        1,99            0
2533    SUCCESS    6        48        18        1,81        1,99            1,80
1145    SUCCESS    2        15        2,07        1        2,08            0
1817    SUCCESS    4        31        18        1,90        2,08            1,89
8536    SUCCESS    1        6        2,16        1        2,17            0
4919    SUCCESS    1        2        1,08        1,09        2,17            1,08
4168    SUCCESS    2        13        90        1,27        2,17            1,26
5002    SUCCESS    4        31        9        2,08        2,17            2,07
3072    SUCCESS    6        52        36        1,81        2,17            1,80
3406    SUCCESS    1        8        1,08        1,18        2,26            1,17
2009    SUCCESS    2        11        1,44        82        2,26            81
7051    SUCCESS    4        35        1,26        1,00        2,26            99
2557    SUCCESS    3        20        99        1,36        2,35            1,35
133    SUCCESS    3        26        1,26        1,09        2,35            1,08
4353    SUCCESS    4        27        1,08        1,27        2,35            1,26
3286    SUCCESS    6        46        72        1,63        2,35            1,62
7664    SUCCESS    6        49        81        1,54        2,35            1,53
1674    SUCCESS    1        4        54        1,90        2,44            1,89
6755    SUCCESS    1        2        27        2,17        2,44            2,16
4599    SUCCESS    2        11        18        2,26        2,44            2,25
5600    SUCCESS    5        38        54        1,90        2,44            1,89
