========== OUTPUT ==========
Cloudlet ID    STATUS    Data center ID    VM ID    Time    Start Time    Finish Time    Waiting Time
6428    SUCCESS    1        5        9        1        10            0
3265    SUCCESS    3        18        9        1        10            0
5747    SUCCESS    3        22        9        1        10            0
3098    SUCCESS    3        26        9        1        10            0
2571    SUCCESS    4        31        9        1        10            0
4    SUCCESS    1        2        18        1        19            0
738    SUCCESS    5        43        18        1        19            0
2550    SUCCESS    2        17        27        1        28            0
670    SUCCESS    3        19        27        1        28            0
4663    SUCCESS    3        25        27        1        28            0
412    SUCCESS    4        30        27        1        28            0
4901    SUCCESS    5        38        27        1        28            0
2057    SUCCESS    1        0        36        1        37            0
342    SUCCESS    3        21        36        1        37            0
136    SUCCESS    4        29        45        1        46            0
3861    SUCCESS    4        32        45        1        46            0
299    SUCCESS    4        28        54        1        55            0
3808    SUCCESS    4        35        54        1        55            0
4950    SUCCESS    5        37        54        1        55            0
5503    SUCCESS    6        51        54        1        55            0
1620    SUCCESS    1        1        63        1        64            0
8    SUCCESS    1        2        45        19        64            18
881    SUCCESS    2        9        63        1        64            0
6233    SUCCESS    3        22        54        10        64            9
2018    SUCCESS    3        26        54        10        64            9
245    SUCCESS    4        28        9        55        64            54
690    SUCCESS    5        39        63        1        64            0
287    SUCCESS    2        13        72        1        73            0
5278    SUCCESS    5        41        72        1        73            0
3880    SUCCESS    6        49        72        1        73            0
4864    SUCCESS    1        7        81        1        82            0
6711    SUCCESS    2        17        54        28        82            27
884    SUCCESS    3        19        54        28        82            27
406    SUCCESS    4        30        54        28        82            27
6316    SUCCESS    6        49        9        73        82            72
3185    SUCCESS    6        50        81        1        82            0
3039    SUCCESS    2        14        90        1        91            0
461    SUCCESS    4        29        45        46        91            45
3948    SUCCESS    1        7        18        82        1,00            81
2223    SUCCESS    2        13        27        73        1,00            72
90    SUCCESS    5        43        81        19        1,00            18
1030    SUCCESS    1        0        72        37        1,09            36
3632    SUCCESS    2        15        1,08        1        1,09            0
1204    SUCCESS    2        13        9        1,00        1,09            99
279    SUCCESS    2        16        1,08        1        1,09            0
4069    SUCCESS    3        25        81        28        1,09            27
2096    SUCCESS    5        41        36        73        1,09            72
5947    SUCCESS    1        8        1,17        1        1,18            0
5431    SUCCESS    4        27        1,17        1        1,18            0
6262    SUCCESS    6        49        36        82        1,18            81
6600    SUCCESS    2        11        1,26        1        1,27            0
2634    SUCCESS    5        42        1,26        1        1,27            0
4646    SUCCESS    1        5        1,26        10        1,36            9
1909    SUCCESS    3        23        1,35        1        1,36            0
6616    SUCCESS    4        35        81        55        1,36            54
3497    SUCCESS    5        38        1,08        28        1,36            27
5885    SUCCESS    6        47        1,35        1        1,36            0
864    SUCCESS    1        1        81        64        1,45            63
4105    SUCCESS    1        8        27        1,18        1,45            1,17
4991    SUCCESS    3        22        81        64        1,45            63
891    SUCCESS    4        32        99        46        1,45            45
2144    SUCCESS    5        40        1,44        1        1,45            0
6090    SUCCESS    5        44        1,44        1        1,45            0
1452    SUCCESS    6        52        1,44        1        1,45            0
6169    SUCCESS    2        14        63        91        1,54            90
4890    SUCCESS    4        34        1,53        1        1,54            0
3620    SUCCESS    1        6        1,62        1        1,63            0
497    SUCCESS    2        9        99        64        1,63            63
4785    SUCCESS    4        31        1,53        10        1,63            9
3026    SUCCESS    1        6        9        1,63        1,72            1,62
4346    SUCCESS    3        18        1,62        10        1,72            9
3097    SUCCESS    3        21        1,35        37        1,72            36
1846    SUCCESS    2        10        1,80        1        1,81            0
743    SUCCESS    5        42        54        1,27        1,81            1,26
56    SUCCESS    1        2        1,26        64        1,90            63
4900    SUCCESS    5        36        1,89        1        1,90            0
6151    SUCCESS    6        51        1,35        55        1,90            54
2262    SUCCESS    6        52        45        1,45        1,90            1,44
1667    SUCCESS    6        47        54        1,36        1,90            1,35
5459    SUCCESS    1        8        54        1,45        1,99            1,44
351    SUCCESS    4        28        1,35        64        1,99            63
3335    SUCCESS    5        38        63        1,36        1,99            1,35
2333    SUCCESS    2        16        99        1,09        2,08            1,08
2656    SUCCESS    2        17        1,26        82        2,08            81
1967    SUCCESS    3        26        1,44        64        2,08            63
4567    SUCCESS    4        27        90        1,18        2,08            1,17
2403    SUCCESS    4        32        63        1,45        2,08            1,44
468    SUCCESS    5        43        1,08        1,00        2,08            99
5559    SUCCESS    6        52        18        1,90        2,08            1,89
5511    SUCCESS    1        3        2,16        1        2,17            0
5088    SUCCESS    2        11        90        1,27        2,17            1,26
5787    SUCCESS    2        14        63        1,54        2,17            1,53
3665    SUCCESS    6        45        2,16        1        2,17            0
3202    SUCCESS    2        12        2,25        1        2,26            0
826    SUCCESS    2        10        45        1,81        2,26            1,80
33    SUCCESS    4        29        1,35        91        2,26            90
530    SUCCESS    5        42        45        1,81        2,26            1,80
105    SUCCESS    6        50        1,44        82        2,26            81
1462    SUCCESS    1        0        1,26        1,09        2,35            1,08
140    SUCCESS    4        30        1,53        82        2,35            81
4380    SUCCESS    1        7        1,44        1,00        2,44            99
5510    SUCCESS    1        5        1,08        1,36        2,44            1,35
614    SUCCESS    3        19        1,62        82        2,44            81
2410    SUCCESS    4        34        90        1,54        2,44            1,53
6482    SUCCESS    1        5        9        2,44        2,53            2,43
476    SUCCESS    5        44        1,08        1,45        2,53            1,44
5289    SUCCESS    6        52        45        2,08        2,53            2,07
2601    SUCCESS    2        13        1,53        1,09        2,62            1,08
4081    SUCCESS    4        27        54        2,08        2,62            2,07
959    SUCCESS    5        43        54        2,08        2,62            2,07
4012    SUCCESS    2        15        1,62        1,09        2,71            1,08
663    SUCCESS    2        11        54        2,17        2,71            2,16
171    SUCCESS    2        14        54        2,17        2,71            2,16
2611    SUCCESS    3        23        1,35        1,36        2,71            1,35
463    SUCCESS    4        28        72        1,99        2,71            1,98
1378    SUCCESS    4        35        1,35        1,36        2,71            1,35
1770    SUCCESS    5        42        45        2,26        2,71            2,25
6354    SUCCESS    5        40        1,26        1,45        2,71            1,44
3293    SUCCESS    6        50        45        2,26        2,71            2,25
5619    SUCCESS    1        3        63        2,17        2,80            2,16
87    SUCCESS    4        29        54        2,26        2,80            2,25
2970    SUCCESS    1        1        1,44        1,45        2,89            1,44
2409    SUCCESS    4        31        1,35        1,63        2,98            1,62
6541    SUCCESS    1        8        1,08        1,99        3,07            1,98
239    SUCCESS    3        19        63        2,44        3,07            2,43
4255    SUCCESS    5        36        1,17        1,90        3,07            1,89
