========== OUTPUT ==========
Cloudlet ID    STATUS    Data center ID    VM ID    Time    Start Time    Finish Time    Waiting Time
1108    SUCCESS    4        32        9        1        10            0
6983    SUCCESS    2        17        18        1        19            0
2837    SUCCESS    4        33        18        1        19            0
7595    SUCCESS    4        32        9        10        19            9
608    SUCCESS    2        16        27        1        28            0
6449    SUCCESS    3        22        27        1        28            0
2514    SUCCESS    4        29        27        1        28            0
3660    SUCCESS    5        44        27        1        28            0
399    SUCCESS    3        21        36        1        37            0
1933    SUCCESS    5        36        36        1        37            0
8541    SUCCESS    2        9        45        1        46            0
8279    SUCCESS    2        13        45        1        46            0
2672    SUCCESS    3        21        9        37        46            36
7074    SUCCESS    1        5        54        1        55            0
4138    SUCCESS    4        28        54        1        55            0
5762    SUCCESS    5        43        54        1        55            0
7982    SUCCESS    5        38        54        1        55            0
6649    SUCCESS    1        4        63        1        64            0
8101    SUCCESS    1        8        63        1        64            0
4070    SUCCESS    3        26        63        1        64            0
7488    SUCCESS    5        41        63        1        64            0
5557    SUCCESS    6        50        63        1        64            0
166    SUCCESS    1        1        72        1        73            0
2603    SUCCESS    2        17        54        19        73            18
6878    SUCCESS    3        22        45        28        73            27
226    SUCCESS    2        9        36        46        82            45
6675    SUCCESS    4        29        54        28        82            27
6681    SUCCESS    5        40        81        1        82            0
6896    SUCCESS    5        43        27        55        82            54
5464    SUCCESS    2        15        90        1        91            0
2347    SUCCESS    3        23        90        1        91            0
2256    SUCCESS    5        39        90        1        91            0
1515    SUCCESS    1        4        36        64        1,00            63
106    SUCCESS    6        47        99        1        1,00            0
6702    SUCCESS    1        0        1,08        1        1,09            0
3453    SUCCESS    6        53        1,08        1        1,09            0
5314    SUCCESS    3        19        1,17        1        1,18            0
7280    SUCCESS    5        38        63        55        1,18            54
8474    SUCCESS    6        47        18        1,00        1,18            99
6057    SUCCESS    2        16        99        28        1,27            27
5211    SUCCESS    4        34        1,26        1        1,27            0
5275    SUCCESS    5        37        1,26        1        1,27            0
8206    SUCCESS    6        48        1,26        1        1,27            0
4258    SUCCESS    6        49        1,26        1        1,27            0
6379    SUCCESS    1        4        36        1,00        1,36            99
1101    SUCCESS    3        26        72        64        1,36            63
4734    SUCCESS    5        39        45        91        1,36            90
6089    SUCCESS    5        44        1,08        28        1,36            27
2858    SUCCESS    6        46        1,35        1        1,36            0
6806    SUCCESS    1        5        90        55        1,45            54
6711    SUCCESS    2        15        54        91        1,45            90
7680    SUCCESS    2        11        1,44        1        1,45            0
4553    SUCCESS    2        14        1,44        1        1,45            0
458    SUCCESS    3        20        1,44        1        1,45            0
7324    SUCCESS    4        35        1,44        1        1,45            0
8263    SUCCESS    1        8        90        64        1,54            63
2394    SUCCESS    3        19        36        1,18        1,54            1,17
1166    SUCCESS    4        32        1,35        19        1,54            18
6957    SUCCESS    6        51        1,53        1        1,54            0
4426    SUCCESS    6        52        1,53        1        1,54            0
6648    SUCCESS    1        0        54        1,09        1,63            1,08
1460    SUCCESS    1        4        27        1,36        1,63            1,35
4925    SUCCESS    2        17        90        73        1,63            72
3961    SUCCESS    3        18        1,62        1        1,63            0
5151    SUCCESS    3        25        1,62        1        1,63            0
1646    SUCCESS    3        20        18        1,45        1,63            1,44
5159    SUCCESS    4        29        81        82        1,63            81
1520    SUCCESS    1        6        1,71        1        1,72            0
7951    SUCCESS    2        10        1,71        1        1,72            0
6506    SUCCESS    3        21        1,26        46        1,72            45
5599    SUCCESS    5        37        45        1,27        1,72            1,26
7968    SUCCESS    4        31        1,80        1        1,81            0
8863    SUCCESS    1        2        1,89        1        1,90            0
2169    SUCCESS    2        16        63        1,27        1,90            1,26
1429    SUCCESS    3        23        99        91        1,90            90
3648    SUCCESS    4        27        1,89        1        1,90            0
135    SUCCESS    4        31        9        1,81        1,90            1,80
1124    SUCCESS    5        40        1,08        82        1,90            81
2414    SUCCESS    5        43        1,08        82        1,90            81
3985    SUCCESS    5        38        72        1,18        1,90            1,17
6147    SUCCESS    6        51        36        1,54        1,90            1,53
3003    SUCCESS    4        33        1,80        19        1,99            18
2952    SUCCESS    5        39        63        1,36        1,99            1,35
1014    SUCCESS    5        42        1,98        1        1,99            0
2963    SUCCESS    6        50        1,35        64        1,99            63
7040    SUCCESS    3        22        1,35        73        2,08            72
1376    SUCCESS    3        20        45        1,63        2,08            1,62
6859    SUCCESS    1        3        2,16        1        2,17            0
2596    SUCCESS    1        1        1,44        73        2,17            72
4550    SUCCESS    2        12        2,16        1        2,17            0
3793    SUCCESS    2        17        54        1,63        2,17            1,62
838    SUCCESS    4        32        63        1,54        2,17            1,53
5526    SUCCESS    3        25        63        1,63        2,26            1,62
161    SUCCESS    6        52        72        1,54        2,26            1,53
1151    SUCCESS    2        11        90        1,45        2,35            1,44
3801    SUCCESS    3        23        45        1,90        2,35            1,89
2137    SUCCESS    4        34        1,08        1,27        2,35            1,26
5813    SUCCESS    4        35        90        1,45        2,35            1,44
4212    SUCCESS    1        3        27        2,17        2,44            2,16
1904    SUCCESS    2        11        9        2,35        2,44            2,34
1378    SUCCESS    4        32        27        2,17        2,44            2,16
2155    SUCCESS    6        47        1,26        1,18        2,44            1,17
3561    SUCCESS    6        53        1,35        1,09        2,44            1,08
8111    SUCCESS    2        10        81        1,72        2,53            1,71
5942    SUCCESS    1        5        1,17        1,45        2,62            1,44
8502    SUCCESS    3        18        99        1,63        2,62            1,62
8713    SUCCESS    3        24        2,61        1        2,62            0
2844    SUCCESS    5        39        63        1,99        2,62            1,98
954    SUCCESS    5        40        72        1,90        2,62            1,89
3231    SUCCESS    6        49        1,35        1,27        2,62            1,26
5027    SUCCESS    1        1        54        2,17        2,71            2,16
2872    SUCCESS    2        15        1,26        1,45        2,71            1,44
295    SUCCESS    3        22        63        2,08        2,71            2,07
8337    SUCCESS    3        26        1,35        1,36        2,71            1,35
8779    SUCCESS    4        30        2,70        1        2,71            0
4783    SUCCESS    4        29        1,08        1,63        2,71            1,62
912    SUCCESS    6        46        1,35        1,36        2,71            1,35
439    SUCCESS    1        4        1,17        1,63        2,80            1,62
2185    SUCCESS    3        23        45        2,35        2,80            2,34
3120    SUCCESS    5        44        1,44        1,36        2,80            1,35
1249    SUCCESS    1        6        1,17        1,72        2,89            1,71
4125    SUCCESS    3        23        9        2,80        2,89            2,79
5535    SUCCESS    4        34        54        2,35        2,89            2,34
7112    SUCCESS    5        43        99        1,90        2,89            1,89
2162    SUCCESS    1        8        1,44        1,54        2,98            1,53
3531    SUCCESS    3        23        9        2,89        2,98            2,88
81    SUCCESS    4        30        27        2,71        2,98            2,70
2358    SUCCESS    5        40        36        2,62        2,98            2,61
2488    SUCCESS    1        1        36        2,71        3,07            2,70
1408    SUCCESS    1        5        45        2,62        3,07            2,61
2561    SUCCESS    3        21        1,35        1,72        3,07            1,71
2072    SUCCESS    3        26        36        2,71        3,07            2,70
5163    SUCCESS    4        31        1,17        1,90        3,07            1,89
4857    SUCCESS    6        48        1,80        1,27        3,07            1,26
590    SUCCESS    6        47        63        2,44        3,07            2,43
2335    SUCCESS    2        17        99        2,17        3,16            2,16
6834    SUCCESS    4        31        9        3,07        3,16            3,06
7150    SUCCESS    3        19        1,71        1,54        3,25            1,53
3054    SUCCESS    4        29        54        2,71        3,25            2,70
6156    SUCCESS    1        6        45        2,89        3,34            2,88
6755    SUCCESS    1        1        27        3,07        3,34            3,06
651    SUCCESS    1        2        1,44        1,90        3,34            1,89
8018    SUCCESS    3        25        1,08        2,26        3,34            2,25
4244    SUCCESS    4        34        45        2,89        3,34            2,88
1031    SUCCESS    1        0        1,80        1,63        3,43            1,62
231    SUCCESS    2        16        1,53        1,90        3,43            1,89
8655    SUCCESS    2        14        1,98        1,45        3,43            1,44
2294    SUCCESS    3        20        1,35        2,08        3,43            2,07
7437    SUCCESS    5        40        45        2,98        3,43            2,97
6140    SUCCESS    5        43        54        2,89        3,43            2,88
8852    SUCCESS    6        45        3,42        1        3,43            0
207    SUCCESS    6        50        1,44        1,99        3,43            1,98
2502    SUCCESS    3        19        27        3,25        3,52            3,24
5171    SUCCESS    5        44        72        2,80        3,52            2,79
6903    SUCCESS    6        51        1,62        1,90        3,52            1,89
4365    SUCCESS    6        49        90        2,62        3,52            2,61
2803    SUCCESS    6        53        1,08        2,44        3,52            2,43
1796    SUCCESS    2        11        1,17        2,44        3,61            2,43
6025    SUCCESS    4        27        1,71        1,90        3,61            1,89
6163    SUCCESS    1        4        90        2,80        3,70            2,79
2665    SUCCESS    3        24        1,08        2,62        3,70            2,61
2241    SUCCESS    4        32        1,35        2,44        3,79            2,43
1727    SUCCESS    6        52        1,53        2,26        3,79            2,25
1507    SUCCESS    6        53        27        3,52        3,79            3,51
8657    SUCCESS    2        13        3,42        46        3,88            45
4772    SUCCESS    3        22        1,26        2,71        3,97            2,70
7832    SUCCESS    1        3        1,62        2,44        4,06            2,43
4229    SUCCESS    2        14        63        3,43        4,06            3,42
3552    SUCCESS    5        44        54        3,52        4,06            3,51
2207    SUCCESS    6        46        1,35        2,71        4,06            2,70
55    SUCCESS    1        2        81        3,34        4,15            3,33
3792    SUCCESS    2        15        1,44        2,71        4,15            2,70
1213    SUCCESS    3        23        1,17        2,98        4,15            2,97
6086    SUCCESS    5        43        72        3,43        4,15            3,42
6320    SUCCESS    1        5        1,17        3,07        4,24            3,06
3365    SUCCESS    2        14        18        4,06        4,24            4,05
4069    SUCCESS    3        18        1,62        2,62        4,24            2,61
2974    SUCCESS    1        1        99        3,34        4,33            3,33
7574    SUCCESS    2        17        1,17        3,16        4,33            3,15
7258    SUCCESS    3        26        1,26        3,07        4,33            3,06
6996    SUCCESS    4        31        1,17        3,16        4,33            3,15
5738    SUCCESS    2        12        2,25        2,17        4,42            2,16
1197    SUCCESS    2        15        27        4,15        4,42            4,14
2223    SUCCESS    2        16        99        3,43        4,42            3,42
6987    SUCCESS    3        25        1,08        3,34        4,42            3,33
3719    SUCCESS    6        50        99        3,43        4,42            3,42
6914    SUCCESS    1        5        27        4,24        4,51            4,23
3540    SUCCESS    4        27        99        3,61        4,60            3,60
6788    SUCCESS    5        43        45        4,15        4,60            4,14
1753    SUCCESS    3        23        54        4,15        4,69            4,14
520    SUCCESS    4        30        1,71        2,98        4,69            2,97
3978    SUCCESS    5        39        2,07        2,62        4,69            2,61
5695    SUCCESS    3        21        1,71        3,07        4,78            3,06
8139    SUCCESS    5        40        1,35        3,43        4,78            3,42
939    SUCCESS    3        26        54        4,33        4,87            4,32
6288    SUCCESS    3        18        72        4,24        4,96            4,23
3316    SUCCESS    3        22        99        3,97        4,96            3,96
1483    SUCCESS    3        23        27        4,69        4,96            4,68
3989    SUCCESS    6        50        54        4,42        4,96            4,41
6271    SUCCESS    1        4        1,35        3,70        5,05            3,69
3702    SUCCESS    4        27        45        4,60        5,05            4,59
2191    SUCCESS    4        34        1,71        3,34        5,05            3,33
5349    SUCCESS    1        3        1,08        4,06        5,14            4,05
2650    SUCCESS    1        1        81        4,33        5,14            4,32
7143    SUCCESS    2        13        1,26        3,88        5,14            3,87
1090    SUCCESS    2        14        90        4,24        5,14            4,23
7154    SUCCESS    3        21        36        4,78        5,14            4,77
6364    SUCCESS    6        48        2,07        3,07        5,14            3,06
2156    SUCCESS    6        49        1,62        3,52        5,14            3,51
8308    SUCCESS    6        53        1,35        3,79        5,14            3,78
5889    SUCCESS    1        2        1,08        4,15        5,23            4,14
8391    SUCCESS    3        26        36        4,87        5,23            4,86
747    SUCCESS    6        50        27        4,96        5,23            4,95
1085    SUCCESS    1        0        1,89        3,43        5,32            3,42
2430    SUCCESS    1        3        18        5,14        5,32            5,13
936    SUCCESS    3        19        1,80        3,52        5,32            3,51
6446    SUCCESS    3        22        36        4,96        5,32            4,95
6248    SUCCESS    5        43        81        4,60        5,41            4,59
7547    SUCCESS    5        44        1,35        4,06        5,41            4,05
8152    SUCCESS    6        48        27        5,14        5,41            5,13
4655    SUCCESS    2        17        1,17        4,33        5,50            4,32
6273    SUCCESS    2        16        1,17        4,42        5,59            4,41
5638    SUCCESS    3        19        27        5,32        5,59            5,31
8180    SUCCESS    3        25        1,26        4,42        5,68            4,41
2964    SUCCESS    6        46        1,62        4,06        5,68            4,05
110    SUCCESS    1        2        54        5,23        5,77            5,22
5037    SUCCESS    2        15        1,35        4,42        5,77            4,41
7411    SUCCESS    2        16        18        5,59        5,77            5,58
5481    SUCCESS    4        34        72        5,05        5,77            5,04
8951    SUCCESS    5        36        5,40        37        5,77            36
8626    SUCCESS    5        42        3,78        1,99        5,77            1,98
5071    SUCCESS    6        50        54        5,23        5,77            5,22
6428    SUCCESS    1        5        1,35        4,51        5,86            4,50
1222    SUCCESS    4        30        1,17        4,69        5,86            4,68
6672    SUCCESS    4        31        1,53        4,33        5,86            4,32
6356    SUCCESS    5        43        45        5,41        5,86            5,40
6704    SUCCESS    1        1        81        5,14        5,95            5,13
2498    SUCCESS    2        12        1,53        4,42        5,95            4,41
3963    SUCCESS    3        23        99        4,96        5,95            4,95
1802    SUCCESS    3        26        72        5,23        5,95            5,22
4836    SUCCESS    4        27        90        5,05        5,95            5,04
3635    SUCCESS    2        14        90        5,14        6,04            5,13
3708    SUCCESS    5        39        1,35        4,69        6,04            4,68
3299    SUCCESS    1        1        18        5,95        6,13            5,94
